city,state,for_sale_last_modified,sold_last_modified
Anniston,AL,2/7/2021 8:11,2021-03-07 09:15:00
Albertville,AL,2/7/2021 8:11,2021-03-07 09:15:00
Oxford,AL,2/7/2021 8:11,2021-03-07 09:15:00
Fairhope,AL,2/7/2021 8:11,2021-03-07 09:15:00
Mountain Brook,AL,2/7/2021 8:11,2021-03-07 09:15:00
Troy,AL,2/7/2021 8:11,2021-03-07 10:32:57
Foley,AL,2/7/2021 8:11,2021-03-07 10:32:57
Helena,AL,2/7/2021 8:11,2021-03-07 10:12:00
Selma,AL,2/7/2021 8:11,2021-03-07 10:12:00
Tillmans Corner,AL,2/7/2021 8:11,2021-03-07 10:12:00
Center Point,AL,2/7/2021 8:11,2021-03-07 10:12:00
Cullman,AL,2/7/2021 8:11,2021-03-07 10:12:00
Millbrook,AL,2/7/2021 8:11,2021-03-07 10:12:00
Hueytown,AL,2/7/2021 8:11,2021-03-07 10:12:00
Talladega,AL,2/7/2021 8:11,2021-03-07 10:12:00
Scottsboro,AL,2/7/2021 8:11,2021-03-07 10:12:00
Alexander City,AL,2/7/2021 8:11,2021-03-07 10:12:00
Hartselle,AL,2/7/2021 8:11,2021-03-07 10:12:00
Ozark,AL,2/7/2021 8:11,2021-03-07 10:12:00
Saraland,AL,2/7/2021 8:11,2021-03-07 10:12:00
Fort Payne,AL,2/7/2021 8:11,2021-03-07 10:12:00
Muscle Shoals,AL,2/7/2021 8:11,2021-03-07 10:12:00
Gardendale,AL,2/7/2021 8:11,2021-03-07 10:12:00
Calera,AL,2/7/2021 8:11,2021-03-07 10:12:00
Pell City,AL,2/7/2021 8:11,2021-03-07 10:12:00
Jasper,AL,2/7/2021 8:11,2021-03-07 10:12:00
Chelsea,AL,2/7/2021 8:11,2021-03-07 10:12:00
Moody,AL,2/7/2021 8:11,2021-03-07 10:12:00
Jacksonville,AL,2/7/2021 8:11,2021-03-07 10:12:00
Irondale,AL,2/7/2021 8:11,2021-03-07 10:12:00
Leeds,AL,2/7/2021 8:11,2021-03-07 10:12:00
Gulf Shores,AL,2/7/2021 8:11,2021-03-07 10:12:00
Sylacauga,AL,2/7/2021 8:11,2021-03-07 10:12:00
Eufaula,AL,2/7/2021 8:11,2021-03-07 10:12:00
Fairfield,AL,2/7/2021 8:11,2021-03-07 10:12:00
Saks,AL,2/7/2021 8:11,2021-03-07 10:12:00
Clay,AL,2/7/2021 8:11,2021-03-07 10:12:00
Russellville,AL,2/7/2021 8:11,2021-03-07 10:12:00
Pleasant Grove,AL,2/7/2021 8:11,2021-03-07 10:12:00
Rainbow City,AL,2/7/2021 8:11,2021-03-07 10:12:00
Atmore,AL,2/7/2021 8:11,2021-03-07 10:12:00
Meadowbrook,AL,2/7/2021 8:11,2021-03-07 10:12:00
Pike Road,AL,2/7/2021 8:11,2021-03-07 10:12:00
Valley,AL,2/7/2021 8:11,2021-03-07 10:12:00
Boaz,AL,2/7/2021 8:11,2021-03-07 10:12:00
Fultondale,AL,2/7/2021 8:11,2021-03-07 10:12:00
Bay Minette,AL,2/7/2021 8:11,2021-03-07 10:12:00
Sheffield,AL,2/7/2021 8:11,2021-03-07 10:12:00
Forestdale,AL,2/7/2021 8:11,2021-03-07 10:31:00
Southside,AL,2/7/2021 8:11,2021-03-07 10:32:57
Andalusia,AL,2/7/2021 8:11,2021-03-07 10:32:57
Clanton,AL,2/7/2021 8:11,2021-03-07 10:32:57
Spanish Fort,AL,2/7/2021 8:11,2021-03-07 10:32:57
Tuskegee,AL,2/7/2021 8:11,2021-03-07 10:32:57
Guntersville,AL,2/7/2021 8:11,2021-03-07 10:32:57
Tuscumbia,AL,2/7/2021 8:11,2021-03-07 10:32:57
Arab,AL,2/7/2021 8:11,2021-03-07 10:32:57
Wetumpka,AL,2/7/2021 8:11,2021-03-07 10:32:57
Greenville,AL,2/7/2021 8:11,2021-03-07 10:32:57
Brook Highland,AL,2/7/2021 8:11,2021-03-07 10:32:57
Pinson,AL,2/7/2021 8:11,2021-03-07 10:32:57
Meridianville,AL,2/7/2021 8:11,2021-03-07 10:32:57
Moores Mill,AL,2/7/2021 8:11,2021-03-07 10:32:57
Demopolis,AL,2/7/2021 8:11,2021-03-07 10:32:57
Montevallo,AL,2/7/2021 8:11,2021-03-07 10:32:57
Hamilton,AL,2/7/2021 8:11,2021-03-07 10:32:57
Lincoln,AL,2/7/2021 8:11,2021-03-07 10:32:57
Oneonta,AL,2/7/2021 8:11,2021-03-07 10:32:57
Robertsdale,AL,2/7/2021 8:11,2021-03-07 10:32:57
Opp,AL,2/7/2021 8:11,2021-03-07 10:32:57
Theodore,AL,2/7/2021 8:11,2021-03-07 10:32:57
Lanett,AL,2/7/2021 8:11,2021-03-07 10:32:57
Grayson Valley,AL,2/7/2021 8:11,2021-03-07 10:32:57
Tarrant,AL,2/7/2021 8:11,2021-03-07 10:32:57
Satsuma,AL,2/7/2021 8:11,2021-03-07 10:32:57
Orange Beach,AL,2/7/2021 8:11,2021-03-07 10:32:57
Roanoke,AL,2/7/2021 8:11,2021-03-07 10:32:57
Monroeville,AL,2/7/2021 8:11,2021-03-07 10:32:57
Attalla,AL,2/7/2021 8:11,2021-03-07 10:32:57
Harvest,AL,2/7/2021 8:11,2021-03-07 10:32:57
Chickasaw,AL,2/7/2021 8:11,2021-03-07 10:32:57
Highland Lakes,AL,2/7/2021 8:11,2021-03-07 10:32:57
Smiths Station,AL,2/7/2021 8:11,2021-03-07 10:32:57
Semmes,AL,2/7/2021 8:19,2021-03-07 10:32:57
Brewton,AL,2/7/2021 8:19,2021-03-07 10:32:57
Daleville,AL,2/7/2021 8:19,2021-03-07 10:32:57
Midfield,AL,2/7/2021 8:19,2021-03-07 10:32:57
Glencoe,AL,2/7/2021 8:19,2021-03-07 10:32:57
Rainsville,AL,2/7/2021 8:19,2021-03-07 10:32:57
Little Rock,AR,2/5/2021 7:30,2021-03-07 10:32:57
Fort Smith,AR,2/5/2021 7:30,2021-03-07 10:32:57
Fayetteville,AR,2/5/2021 7:30,2021-03-07 10:32:57
Springdale,AR,2/5/2021 7:30,2021-03-07 10:32:57
Jonesboro,AR,2/5/2021 7:30,2021-03-07 10:32:57
Rogers,AR,2/5/2021 7:30,2021-03-07 10:32:57
Conway,AR,2/5/2021 7:30,2021-03-07 10:32:57
North Little Rock,AR,2/5/2021 7:30,2021-03-07 10:32:57
Bentonville,AR,2/7/2021 8:22,2021-03-07 10:32:57
Pine Bluff,AR,2/7/2021 8:22,2021-03-07 10:32:57
Hot Springs,AR,2/7/2021 8:22,2021-03-07 10:32:57
Benton,AR,2/7/2021 8:22,2021-03-07 10:32:57
Sherwood,AR,2/7/2021 8:22,2021-03-07 10:32:57
Texarkana,AR,2/7/2021 8:22,2021-03-07 10:32:57
Russellville,AR,2/7/2021 8:22,2021-03-07 10:32:57
Paragould,AR,2/7/2021 8:22,2021-03-07 10:32:57
Bella Vista,AR,2/7/2021 8:22,2021-03-07 10:32:57
Jacksonville,AR,2/7/2021 8:22,2021-03-07 10:32:57
Cabot,AR,2/7/2021 8:22,2021-03-07 10:32:57
West Memphis,AR,2/7/2021 8:22,2021-03-07 10:32:57
Searcy,AR,2/7/2021 8:22,2021-03-07 10:32:57
Van Buren,AR,2/7/2021 8:22,2021-03-07 10:32:57
Bryant,AR,2/7/2021 8:22,2021-03-07 10:32:57
Maumelle,AR,2/7/2021 8:22,2021-03-07 10:32:57
El Dorado,AR,2/7/2021 8:22,2021-03-07 10:32:57
Siloam Springs,AR,2/7/2021 8:22,2021-03-07 10:32:57
Hot Springs Village,AR,2/7/2021 8:22,2021-03-07 10:32:57
Forrest City,AR,2/7/2021 8:22,2021-03-07 10:58:59
Centerton,AR,2/7/2021 8:22,2021-03-07 10:58:59
Blytheville,AR,2/7/2021 8:22,2021-03-07 10:58:59
Harrison,AR,2/7/2021 8:22,2021-03-07 10:58:59
Marion,AR,2/7/2021 8:22,2021-03-07 10:58:59
Mountain Home,AR,2/7/2021 8:22,2021-03-07 10:58:59
Magnolia,AR,2/7/2021 8:22,2021-03-07 10:58:59
Camden,AR,2/7/2021 8:22,2021-03-07 10:58:59
Malvern,AR,2/7/2021 8:22,2021-03-07 10:58:59
Helena-West Helena,AR,2/7/2021 8:22,2021-03-07 10:58:59
Batesville,AR,2/7/2021 8:22,2021-03-07 10:58:59
Arkadelphia,AR,2/7/2021 8:22,2021-03-07 10:58:59
Hope,AR,2/7/2021 8:22,2021-03-07 10:58:59
Clarksville,AR,2/7/2021 8:22,2021-03-07 10:58:59
Monticello,AR,2/7/2021 8:22,2021-03-07 10:58:59
Greenwood,AR,2/7/2021 8:22,2021-03-07 10:58:59
Lowell,AR,2/7/2021 8:22,2021-03-07 10:58:59
Stuttgart,AR,2/7/2021 8:22,2021-03-07 10:58:59
Beebe,AR,2/7/2021 8:22,2021-03-07 10:58:59
Wynne,AR,2/7/2021 8:22,2021-03-07 11:02:12
Newport,AR,2/7/2021 8:22,2021-03-07 11:02:12
Trumann,AR,2/7/2021 8:22,2021-03-07 11:02:12
Heber Springs,AR,2/7/2021 8:22,2021-03-07 11:02:12
Farmington,AR,2/7/2021 8:22,2021-03-07 11:02:12
Osceola,AR,2/7/2021 8:22,2021-03-07 11:02:12
Morrilton,AR,2/7/2021 8:22,2021-03-07 11:02:12
De Queen,AR,2/7/2021 8:22,2021-03-07 11:02:12
Pocahontas,AR,2/7/2021 8:22,2021-03-07 11:02:12
East End,AR,2/7/2021 8:22,2021-03-07 11:02:12
Prairie Grove,AR,2/7/2021 8:22,2021-03-07 11:02:12
Alma,AR,2/7/2021 8:22,2021-03-07 11:02:12
Pea Ridge,AR,2/7/2021 8:22,2021-03-07 11:02:12
Warren,AR,2/7/2021 8:22,2021-03-07 11:02:12
Mena,AR,2/7/2021 8:22,2021-03-07 11:02:12
Greenbrier,AR,2/7/2021 8:22,2021-03-07 11:02:12
Berryville,AR,2/7/2021 8:22,2021-03-07 11:02:12
Walnut Ridge,AR,2/7/2021 8:22,2021-03-07 11:02:12
White Hall,AR,2/7/2021 8:22,2021-03-07 11:02:12
Ward,AR,2/7/2021 8:22,2021-03-07 11:02:12
Phoenix,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Tucson,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Mesa,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Chandler,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Scottsdale,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Glendale,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Gilbert,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Tempe,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Peoria,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Surprise,AZ,2/4/2021 17:03,2021-03-07 11:02:12
San Tan Valley,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Yuma,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Avondale,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Goodyear,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Flagstaff,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Casas Adobes,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Buckeye,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Casa Grande,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Lake Havasu City,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Catalina Foothills,AZ,2/4/2021 17:03,2021-03-07 11:02:12
Maricopa,AZ,2/7/2021 8:22,2021-03-07 11:02:12
Marana,AZ,2/7/2021 8:22,2021-03-07 11:02:12
Oro Valley,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Prescott Valley,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sierra Vista,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Queen Creek,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Prescott,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Apache Junction,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Bullhead City,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sun City,AZ,2/7/2021 8:22,2021-03-07 11:54:22
El Mirage,AZ,2/7/2021 8:22,2021-03-07 11:54:22
San Luis,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Fortuna Foothills,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sahuarita,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Kingman,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Drexel Heights,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Florence,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sun City West,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Fountain Hills,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Anthem,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Green Valley,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Nogales,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Rio Rico,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Eloy,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Douglas,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Somerton,AZ,2/7/2021 8:22,2021-03-07 11:54:22
New River,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sierra Vista Southeast,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Flowing Wells,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Tanque Verde,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Fort Mohave,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Payson,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sun Lakes,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Paradise Valley,AZ,2/7/2021 8:22,2021-03-07 11:54:22
New Kingman-Butler,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Vail,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Verde Village,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Coolidge,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Tucson Estates,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Cottonwood city,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Valencia West,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Chino Valley,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Gold Canyon,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Arizona City,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Camp Verde,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Show Low,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Saddlebrooke,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Sedona,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Safford,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Picture Rocks,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Winslow,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Golden Valley,AZ,2/7/2021 8:22,2021-03-07 11:54:22
Tuba,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Corona de Tucson,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Catalina,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Page,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Wickenburg,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Globe,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Tolleson,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Youngtown,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Guadalupe,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Village of Oak Creek,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Avra Valley,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Litchfield Park,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Snowflake,AZ,2/7/2021 8:35,2021-03-07 11:54:22
Cave Creek,AZ,2/7/2021 8:35,2021-03-07 12:18:44
South Tucson,AZ,2/7/2021 8:35,2021-03-07 12:18:44
Citrus Park,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Williamson,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Rincon Valley,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Bisbee,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Paulden,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Thatcher,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Holbrook,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Doney Park,AZ,2/7/2021 8:38,2021-03-07 12:18:44
Los Angeles,CA,2/5/2021 7:30,2021-03-07 12:18:44
San Diego,CA,2/5/2021 7:30,2021-03-07 12:18:44
San Jose,CA,2/5/2021 7:30,2021-03-07 12:18:44
San Francisco,CA,2/5/2021 7:30,2021-03-07 12:18:44
Fresno,CA,2/5/2021 7:30,2021-03-07 12:18:44
Sacramento,CA,2/5/2021 7:30,2021-03-07 12:18:44
Long Beach,CA,2/5/2021 7:30,2021-03-07 12:18:44
Oakland,CA,2/5/2021 7:30,2021-03-07 12:18:44
Bakersfield,CA,2/5/2021 7:30,2021-03-07 12:18:44
Anaheim,CA,2/5/2021 7:30,2021-03-07 12:18:44
Santa Ana,CA,2/5/2021 7:30,2021-03-07 12:18:44
Riverside,CA,2/5/2021 7:30,2021-03-07 12:18:44
Stockton,CA,2/5/2021 7:30,2021-03-07 12:18:44
Irvine,CA,2/5/2021 7:30,2021-03-07 12:18:44
Chula Vista,CA,2/5/2021 7:30,2021-03-07 12:18:44
Fremont,CA,2/5/2021 7:30,2021-03-07 12:18:44
San Bernardino,CA,2/5/2021 7:30,2021-03-07 12:18:44
Santa Clarita,CA,2/5/2021 7:30,2021-03-07 12:18:44
Modesto,CA,2/5/2021 7:30,2021-03-07 12:18:44
Fontana,CA,2/5/2021 7:30,2021-03-07 12:18:44
Oxnard,CA,2/5/2021 7:30,2021-03-07 12:18:44
Moreno Valley,CA,2/5/2021 7:30,2021-03-07 12:18:44
Huntington Beach,CA,2/5/2021 7:30,2021-03-07 12:18:44
Glendale,CA,2/5/2021 7:30,2021-03-07 12:18:44
Santa Rosa,CA,2/5/2021 7:30,2021-03-07 12:18:44
Ontario,CA,2/5/2021 7:30,2021-03-07 12:18:44
Rancho Cucamonga,CA,2/5/2021 7:30,2021-03-07 12:18:44
Oceanside,CA,2/5/2021 7:30,2021-03-07 12:18:44
Garden Grove,CA,2/5/2021 7:30,2021-03-07 13:20:04
Elk Grove,CA,2/5/2021 7:30,2021-03-07 13:20:04
Corona,CA,2/5/2021 7:30,2021-03-07 13:20:04
Hayward,CA,2/5/2021 7:30,2021-03-07 13:20:04
Lancaster,CA,2/5/2021 7:30,2021-03-07 13:20:04
Palmdale,CA,2/5/2021 7:30,2021-03-07 13:20:04
Salinas,CA,2/5/2021 7:30,2021-03-07 13:20:04
Sunnyvale,CA,2/5/2021 7:30,2021-03-07 13:20:04
Pomona,CA,2/5/2021 7:30,2021-03-07 13:20:04
Escondido,CA,2/5/2021 7:30,2021-03-07 13:20:04
Torrance,CA,2/5/2021 7:30,2021-03-07 13:20:04
Pasadena,CA,2/5/2021 7:30,2021-03-07 13:20:04
Orange,CA,2/5/2021 7:30,2021-03-07 13:20:04
Fullerton,CA,2/5/2021 7:30,2021-03-07 13:20:04
Roseville,CA,2/5/2021 7:30,2021-03-07 13:20:04
Visalia,CA,2/5/2021 7:30,2021-03-07 13:20:04
Concord,CA,2/5/2021 7:30,2021-03-07 13:20:04
Thousand Oaks,CA,2/5/2021 7:30,2021-03-07 13:20:04
Santa Clara,CA,2/5/2021 7:30,2021-03-07 13:20:04
Simi Valley,CA,2/5/2021 7:30,2021-03-07 13:20:04
Victorville,CA,2/5/2021 7:30,2021-03-07 13:20:04
Berkeley,CA,2/5/2021 7:30,2021-03-07 13:20:04
Vallejo,CA,2/5/2021 7:30,2021-03-07 13:20:04
East Los Angeles,CA,2/5/2021 7:30,2021-03-07 13:20:04
El Monte,CA,2/5/2021 7:30,2021-03-07 13:20:04
Fairfield,CA,2/5/2021 7:30,2021-03-07 13:20:04
Carlsbad,CA,2/5/2021 7:30,2021-03-07 13:20:04
Temecula,CA,2/5/2021 7:30,2021-03-07 13:20:04
Costa Mesa,CA,2/5/2021 7:30,2021-03-07 13:20:04
Murrieta,CA,2/5/2021 7:30,2021-03-07 13:20:04
Downey,CA,2/5/2021 7:30,2021-03-07 13:20:04
Antioch,CA,2/5/2021 7:30,2021-03-07 13:20:04
San Buenaventura (Ventura),CA,2/5/2021 7:30,2021-03-07 13:20:04
Richmond,CA,2/5/2021 7:30,2021-03-07 13:20:04
Inglewood,CA,2/5/2021 7:30,2021-03-07 13:20:04
Clovis,CA,2/5/2021 7:30,2021-03-07 13:20:04
Daly City,CA,2/5/2021 7:30,2021-03-07 13:20:04
West Covina,CA,2/5/2021 7:30,2021-03-07 13:20:04
Santa Maria,CA,2/5/2021 7:30,2021-03-07 13:20:04
Jurupa Valley,CA,2/5/2021 7:30,2021-03-07 13:20:04
Norwalk,CA,2/5/2021 7:30,2021-03-07 13:20:04
San Mateo,CA,2/5/2021 7:30,2021-03-07 13:20:04
Burbank,CA,2/5/2021 7:30,2021-03-07 13:20:04
El Cajon,CA,2/5/2021 7:30,2021-03-07 13:20:04
Rialto,CA,2/5/2021 7:30,2021-03-07 13:20:04
Arden-Arcade,CA,2/5/2021 7:30,2021-03-07 13:20:04
Vista,CA,2/5/2021 7:30,2021-03-07 13:20:04
Vacaville,CA,2/5/2021 7:30,2021-03-07 13:20:04
Compton,CA,2/5/2021 7:30,2021-03-07 13:20:04
Mission Viejo,CA,2/5/2021 7:30,2021-03-07 13:20:04
San Marcos,CA,2/5/2021 7:30,2021-03-07 13:20:04
South Gate,CA,2/5/2021 7:30,2021-03-07 13:20:04
Chico,CA,2/5/2021 7:30,2021-03-07 13:20:04
Hesperia,CA,2/5/2021 7:30,2021-03-07 13:20:04
Carson,CA,2/5/2021 7:30,2021-03-07 13:20:04
Redding,CA,2/5/2021 7:30,2021-03-07 13:20:04
Santa Monica,CA,2/5/2021 7:30,2021-03-07 13:20:04
Santa Barbara,CA,2/5/2021 7:30,2021-03-07 13:20:04
Westminster,CA,2/5/2021 7:30,2021-03-07 13:20:04
Tracy,CA,2/5/2021 7:30,2021-03-07 13:20:04
Menifee,CA,2/5/2021 7:30,2021-03-07 13:20:04
San Leandro,CA,2/5/2021 7:30,2021-03-07 13:20:04
Livermore,CA,2/5/2021 7:30,2021-03-07 13:20:04
Chino,CA,2/5/2021 7:30,2021-03-07 13:20:04
Indio,CA,2/5/2021 7:30,2021-03-07 13:20:04
Citrus Heights,CA,2/5/2021 7:30,2021-03-07 13:20:04
Hawthorne,CA,2/5/2021 7:30,2021-03-07 13:20:04
Whittier,CA,2/5/2021 7:30,2021-03-07 13:20:04
Redwood City,CA,2/5/2021 7:30,2021-03-07 13:20:04
Newport Beach,CA,2/5/2021 7:30,2021-03-07 13:20:04
Alhambra,CA,2/5/2021 7:30,2021-03-07 13:20:04
Hemet,CA,2/5/2021 7:30,2021-03-07 13:20:04
Lake Forest,CA,2/5/2021 7:30,2021-03-07 13:20:04
Merced,CA,2/5/2021 7:30,2021-03-07 13:20:04
Buena Park,CA,2/5/2021 7:30,2021-03-07 13:20:04
Pleasanton,CA,2/5/2021 7:30,2021-03-07 13:20:04
Mountain View,CA,2/5/2021 7:43,2021-03-07 13:20:04
Chino Hills,CA,2/5/2021 7:43,2021-03-07 13:20:04
Lakewood,CA,2/5/2021 7:43,2021-03-07 13:20:04
Tustin,CA,2/5/2021 7:43,2021-03-07 13:20:04
Milpitas,CA,2/5/2021 7:43,2021-03-07 13:20:04
Manteca,CA,2/5/2021 7:43,2021-03-07 14:05:38
Napa,CA,2/5/2021 7:43,2021-03-07 14:05:38
Alameda,CA,2/5/2021 7:43,2021-03-07 14:05:38
Folsom,CA,2/5/2021 7:43,2021-03-07 14:05:38
Perris,CA,2/5/2021 7:43,2021-03-07 14:05:38
Bellflower,CA,2/5/2021 7:43,2021-03-07 14:05:38
Upland,CA,2/5/2021 7:43,2021-03-07 14:05:38
Baldwin Park,CA,2/5/2021 7:43,2021-03-07 14:05:38
San Ramon,CA,2/5/2021 7:43,2021-03-07 14:05:38
Union City,CA,2/5/2021 7:43,2021-03-07 14:05:38
Rancho Cordova,CA,2/5/2021 7:43,2021-03-07 14:05:38
